Name,Contact,Specialization
"Satya Infosoft Pvt Ltd, New Delhi",Website: www.sispl.com Email: jogendra@sispl.com,"E-business solutions, Web solutions, M-commerce business solutions, IT Consulting & Training"
"Satyam Computer ServicesLtd., Secunderabad",Website: www.satyam.com Email:svl_narayan@satyam.com,"Application development and support, Legacymaintenance, Year 2000 and Euro Conversion, E- commerce and Internet technologies, Engineeringservices (CAD/CAMCAE)"
"Saven Technologies Limited, Hyderabad",Website: www.saventech.com Email: saventec@hd2.dot.net.in,"Object Oriented Technology, Advance IT Training (Authorised Training Centre for Java - Partner with Sun Microsystems), Client Server Technology, GIS /CAD / CAM"
"Savex Softech Pvt.Ltd.,: Mumbai",Website: www.savexsoftech.com Email: parag.doshi@savexsoftech.com,"Client Server solution, Web-enabling of information, IT Enabled services, E- Commerce consulting"
"SCM Microsystems (India)Pvt Ltd, Chennai",Website: www.scmmicro.com,"Parallel Port, USB, 1394, ASIC design, Windowsdevice drivers, System Software Applications"
"Score Information Technologies Ltd., Calcutta",Website: www.kankariagroup.com Email: score@kankariagroup.com,"IT Education & Training, Software development, Web development, Resouconsultancy"
"SDRC India Pvt. Ltd., Gurgaon",Website: www.sdrc.com,"CAD / CAM / CAE, PDM - Product Data Management, Reverse engineering, Quality Testingand Inspection, Consultancy & Services"
"Searchlight India Ltd,Mumbai",Email: silindia@bom4.vsnl.net.in,"IT Enabled Services, Web contant development,Internet & E-commerce, Intranet"
"SeE Consulting Pvt. Ltd., Bangalore",Website: www.seeconsulting.com Email: sanjeev@seeconsulting.com,"Telecom & wireless services, e-Business, Banking, Utilities & Power"
"SEEC Technologies AsiaPrivate. Limited., Hyderabad",Website: www.seecasia.com Email:kbuddhiraju@seecasia.com,Legacy Cobol Re-engineering
"Selectronic Equipment & Services Pvt. Ltd., Gurgaon",Website: www.selectronicmt.com Email: veers@del2.vsnl.net.in,"Medical transcription, Data Processing"
"Semaphore Soft Pvt Ltd,Bangalore",Website: www.semaphore.co.in Email:care@semaphore.co.in,Coding industrial and scientific instrumentation;conversion of communication protocols; processor modeling in `C'; Web enabled e Appliances
"Servion Global Solutions Ltd, Chennai",Website: www.servion.com Email: raghunadan@servion.com,"Contact centre, Web enabled call centre, CRM system integration"
"Shapre Global Info ServicesLimited, Chennai",Website: www.shapreglobal.com Email:shapre@shapreglobal.com,"E - Commerce Solutions, CAD / CAE/ GIS Solutions,Communication Software, Multimedia"
"Shoghi Communications Pvt ltd, New Delhi",Website: www.shoghi.co.in Email: shoghi@nde.vsnl.net.in,"Encryption Solutions, E-services & solutions, Customised Software Solutions, training & Education, Java /Corba/Con/ Dcom"
Shyama Software Solutions(I) Pvt Ltd,Website: www.shyamasoft.com Email: binod@shyamasoft.com,"Web centric & extranet solutions, E-commerce application, GIS database & application development,"
Specialisation: Location: New Delhi,,Multimedia based content development
"Siemens Information Systems Ltd., Mumbai",Website: www.sislindia.com Email: anil.laud@sisl.co.in,"Core Software Engineering in Medical, Telecom & Transportation domains, SAP R/3 Product Resellerand largest Implementer, High end consulting in the"
"Siemens Public Communications Network Ltd., Bangalore",Email: christopher.john@blr.spcnl.co.in,Telecom Software
"Siemens Shared Services India Pvt Ltd, Bangalore",Email: munjuluri.rao@blr1.siemens.co.in,IT Enabled services
"Sierra Optima Ltd., Hyderabad",Website: www.SierraOpt.com Email: skhendry@sierraopt.com,"Custom Development & Integration; Product Implementation & Upgrade; Maintenance & Support; Enterprise Application Integration (EAI), B2B, ProcessIntegration, eCRM, Oracle eBusiness Suite, Business Intelligence & Data warehousing, ERP Services"
"Silver ValleyCommunications Ltd, Kolkata",Website: www.silvervalleyworld.com Email: gkundu@silvervalleyworld.com,"E-commerce solutions, Interactive wensite/portaldevelopment, Client/Server software development, M- commerce"
"Silverline Technologies Ltd., Mumbai",Website: www.silverline.com Email: kumars@silverline.com,"Premier eBusiness consulting and IT services company. Delivers development and integration services to automotive/discrete manufacturing, financial services, healthcare/insurance, technologyand telecommunications industry"
"Simplysoft Technologies PvtLtd, Bangalore",Website: www.simplysofttech.com Email:pvasads@simplysofttech.com,"Product Selling-accounting solutions, E-learning,Software development, ASP"
"SIP Technologies & Exports Ltd, Chennai",Website: www.siptech.com Email: info@siptech.co.in,"Internet / Java Technologies, CAD / CAM and Engineering Services, Enterprise Applications"
"Siri Technologies PrivateLimited, Bangalore",Website: www.siri.co.in Email:vikram.m@siri.co.in,"Offshore Maintenance, Off Shore services, TurnkeyProjects"
"Sitel India Pvt Ltd, Mumbai",Website: www.sitel-india.com Email: sudipto.mukherjee@sitel-india.com,"Customer Acquisition, Technical support, Customer Care"
"Skyline e-tech, Cochin",Website: www.skytlineetech.com Email: skylines@md3.vsnl.net.in,"Software solutions for builders, contractors, Estimation software,"
"Skytech Solutions Pvt Ltd,Calcutta",Website: www.skytechsolutions.com Email:dkchaudhuri@skytechsolutions.com,Airline and Transpotation Software Solutions
"SLK Software Services Pvt Ltd, Bangalore",Website: www.slk-soft.com Email: jayakumar@slk-soft.com,"Distribution & demand Chain Management, B2B & B2C E-commerce Solutions, Online Training, Workflow based office automation solution, FloodInsurance"
"SLM Soft India Pvt Ltd,Mumbai",Website: www.sawaal.com Email:manu@sawaal.com,"Internat and E - Commerce- Both Consulting relatedProducts, High performance web- based products"
"SM Telesys Ltd, New Delhi",Website: www.smtelesys.com Email: smes@vsnl.com,"Computerising cable network, GIS, Computerised paging, Project feasibility"
"SmartData Enterprises(India) Ltd, Chandigarh",Website: www.smartdatainc.com Email:rajanv@smartdatainc.com,"Offshore / Onshore Software Consulting, DataManagement, Data Analysis, Mining and Processing, E-Commerce, Web enabled applications, IT Enabled Services, Application development / Maintenance,Application Reengineering"
"SNS Technologies Pvt Ltd, Pune",Website: www.snstech.com Email: jayant.deshmukh@snstech.com,"Quality Assurance & Testing, Web application Development, Contect Aggregation"
Sobha Renaissance,Website: www.renaissance-it.com Email:,"Healthcare: EHS, Enterprise consulting, Re-"
"Information Technology, Bangalore",madhu@renaissance-it.com,engineering
"Soft Systems Pvt. Ltd.,Cochin",Website: www.softsystemsindia.com Email:achamma@softsystemsindia.com,"Agri - ERP Solution, Software Consultancy"
"SoftDEL Systems Ltd., Mumbai",Website: www.softdel.com Email: sunil.dalal@dalal-group.com,"Open Systems, embedded system, Real time system, software solution& services for intelligent devices"
Softek Limited Specialisation: Location: New Delhi,Website: www.softeklimited.com Email: murali@softek.co.in,"Application Re-engineering using client server technology, Product development and support,Custom Application Development, Maintenance support and porting, On-Site Services"
"SoftProjex (India) Limited, Hyderabad",Website: www.softprojex.com Email: dinesh@softprojex.com,"CRM, Wireless, Voice, SCM"
"Software Technology Park –Patna, Patna",Website: www.iibm.org Email:uksingh@vsnl.com,"Training and Research, Consultancy, SoftwareProduction, Internet and web development"
"Software Technology Parks Of India, New Delhi",Website: www.stpi.soft.net Email: manas@stpi.soft.net,"High Speed Data Communication, Infrastructure for Software Development"
"Solitar Systems (India) PvtLtd, Gurgaon",Website: www.solitarysystems.com Email:a.kumar@solitarysystems.com,"e-CRM, e-learning, e-commerce, e-businessapplications"
"SolutionNET India (Pvt ) Ltd, Chennai",Website: www.nsavvy.com Email: atul@navvy.com,"Software consulting, software products & services, E- commerce based solutions, project management &systems integration, internet banking"
"Solutions Infosystems Pvt. Ltd., New Delhi",Website: www.siworldwide.com Email: anil@siworldwide.com,"eBusiness,eMarkets, Technology Audits & course corrections"
"Solutions IntegratedMarketing Services Pvt Ltd., New Delhi",Website: www.solutions-intg.com Email: srikant@solutions-intg.com,"Call Centers, Channel & Distribution support,DirectMarketing, Web & Internet support, Customer Acquisition support"
"Sonata Software Limited, Bangalore",Website: www.sonata-software.com Email: info@sonata-software.com,"Product / Application Development : Re-engineering of Products / Applications Localization of Software, Conversion, Migration & Maintenance of Software Applications / Products, Consulting Services :Groupware, RDBMS / Datawarehousing, Web Technologies /"
"Southstar Data ConsultantsPvt. Ltd., Bangalore",Email: southstar@vsnl.com,"Software Products, IT Consulting"
"Sovika Infotek Ltd., Mumbai",Website: www.sovikainfotek.com Email: sparag@sovika.com,"Product Development, Internet, Intranet Solutions, JAVA Development, Client Server."
"SPA Software Pvt. Ltd.,Mumbai",Website: www.spasoftwareindia.com Email:spa@vvsnl.com,Software for Construction Management
"Speck Systems Limited, Hyderabad",Website: www.specksystems.com Email: speck@hd2.dot.net.in,"Topographical Mapping, Cadastral Mapping, Infrastructure Mapping, AM/FM/GIS"
Spectramind eServices Private LimitedSpecialisation: Location: New Delhi,Website: www.spectramind.com Email: raman.roy@spectramind.com,"I.T. Enabled Services, Internet-based/Web enabled Services, Remote Office Processing Services,Transaction Processing and fulfilment"
"SQL Star International Limited, Hyderabad",Website: www.sqlstarintl.com Email: Rakeshg@sqlstarintl.com,"Web enabled - MS-IIS, Visual Interdev, Java ASP, Oracle - Designer, Developer and Applications, IBMbased - AS/400, Mainframes using PC Simulation, Data & Object Modeling, VB, VC++"
"SRA Systems Ltd., Chennai",Website: www.srasys.co.in Email: rrm@srasys.co.in,"Document Management / Knowledge Management /Imaging, E-commerce & Web Development, Software Projects, Consulting & Contracting"
"SRF Infotel (A Division of SRF Ltd ), Chennai",Email: sramola@srf-limited.com,"Business process outsourcing, data management/accounting back office, ERP"
"Srishti Software PrivateLimited, Bangalore",Website: www.srishtisoft.com Email:ajay@srishtisoft.com,"E - Commerce / E-Banking, COM / DCOM, CORBA /JAVA - RMI, Web-Based Application"
"SRM Technologies Limited, Chennai",Website: www.srmsoft.com Email: srm@srmsoft.co.in,"Software development, Consultancy Services, Rubui Domain Training"
"SSG Software Systems (P) Ltd., Bangalore",Website: www.ssgindia.com Email: sabya@giasbg01.vsnl.net.in,"C/S Business Application, Web-enabled Business Application , Migration of Software Applications,RDBMS based Application"
"SSI Technologies, Chennai",Website: www.ssi-technologies.com Email:shrini@ssitechnologies.com,"Banking, Telecom, Securities, Health care"
"Sterling Infotech Limited, Chennai",Website: www.sterlingcarnegie.com Email: genius@ddsl.net,"Internet, Multimedia, Software Application Development, Network Solutions, Portal Developmentand Internet related solutions"
"Stream Tracmail Pvt. Ltd., Mumbai",Website: www.stream.com Email: k_Ramesh@stream.com,Call Centre providing Technical support
"Subex Systems Limited,Bangalore",Website: www.subexgroup.com Email:subex@subexgroup.com,"Off-shore software development and On-siteconsultancy for telecom application software, Operations Support Software Solutions such as Telecom Network Inventory and Asset Management, Trouble Ticketing, Services Order Provisioning andMediation System, In"
"Summit InformationTechnologies Ltd, Gurgaon",Website: www.summitindia.com Email:rkapoor@summitindia.com,"Newspaper & Publishing Industry, Indian Languages,Font Digitization, e-Commerce Solutions"
"SummitWorks Technologies Pvt. Ltd., Chennai",Website: www.summitworks.com Email: ssn@everestconsulting.net,"Custom application development, Entreprise application integration, Enterprise system support, E-business solutions"
"Sun Informatics, Bhopal",Website: www.suninformatics.com Email: suninform@yahoo.com,"Education & training, Internet & E-commerce, Software Consultance & projects, Networkingsolutions"
"Sun Microsystems India Pvt. Ltd., Bangalore",Website: www.sun.com.sg Email: bhaskar.pramanik@india.sun.com,"Marketing and Support of RISC based workstations, servers, internet products, Java, Training"
"Sundaram Infotech Solutions, Chennai",Website: www.sundaraminfotech.com Email: kswami@sundaraminfotech.com,"Software products for Financial services, Oraclebased application, Network Consultancy & implementation, Data Centre set-up & management"
"Sunquest InformationSystems (India) Pvt Ltd, Bangalore",Website: www.sunquest.com Email: harsha.patel@sunquest.com,"Hospital Information Systems, Clinical Data Management"
"Suntec Business SolutionsPvt. Ltd., Trivandrum",Website: www.suntecgroup.com Email:nk@suntecsbs.com,"Tranction billing solutions, Customer care,Convergent billing, Relationship Management, Infrastructure solutions"
"Supertech Software &Hardware Pvt. Ltd., New Delhi",Website: www.smart-schools.com Email:anjalir@ndf.vsnl.net.in,"Commercial Software Development, Web-sitedesigning & hosting (Also available in Hindi), Multimedia CD-ROM development (Educational & Commercial) Offshore Software Development, Y2K Solutions, Euro Currency Conversion, Developmentof HTML based Software"
"Supertech Solutions Limited,Pune",Website: www.supertech-solutions.comEmail: pradip_k@vsnl.com,"Banking Solutions, E- learning, E- commercesolutions"
"Suvi Information Systems Pvt Ltd, Indore",Website: www.suviinfo.com Email: sunitak@suviinfo.com,"XML & mobile computing, web-based solutions, workflow management & software development, ERP solutions"
"Symantec Ltd, Mumbai",Website: www.symsntec.com Email: jghosh@symantec.com,Internet security system for Entreprise & individuals
"Symco Software Pvt. Ltd., Mumbai",Email: symco@pobox.com,"Customer -built solutions, ERP Solutions, Integrated Software, Hardware & Software Solutions"
"Synosoft Infotech (P) Ltd,Hyderabad",Website: www.synosoft.com Email:mail@synosoft.com,"High-end Training, Software development, IT EnabledService, Software Products Marketing"
"Syntel (India) Ltd., Mumbai",Website: www.syntelinc.com Email: baru_rao@syntelinc.com,"Applications Management, Enterprise Resource Planning (ERP) implementation, Development of application systems in client server and internet environments, E-Commerce and Data Warehousing,Object and Component Development"
"Sysnet Associates (India) Ltd., Bangalore",Website: www.sysnetindia.com Email: sysnet@giasbg01.vsnl.net.in,"Software Turnkey Assignment, ERP Product & solution Provider, Software Project Management,Quality Process Consulting, Back office support"
"Systech Solutions Pvt. Ltd, Chennai",Website: www.systechusa.com Email: systech@systechusa.com,"Datawarehousing, Business Intelligence, E-customers relationship management, Enterprise resourcePlanning, web Technologies & e-business"
"Systems & Software, Mumbai",Website: www.systsoft.com Email: systsoft@vsnl.com,"System Design, Software Development and On-going Software Maintenance Services on IBM AS/400 (iSeries 400) platforms; using RPG, Synon/2E,COOL:2E, JAVA and COBOL languages and DB2 relational data base. Off-shore and On-site services"
"Systems America (India) Pvt.Ltd., New Delhi",Website: www.systemsamerica.com Email:saindia@systemsindia.com,"Implementation, Staff Augmentation, Outsourcing,Consultancy"
"Systems Plus (Pvt )Ltd, Mumbai",Website: www.splusl.com Email: nikunj@spluspl.com,"MRP, ERP, Customising Tailormade information systems"
"Systime Computer Systems(I) Pvt. Ltd., Mumbai",Email: rd.grover@cms.sprintrpg.ems.vsnl.net.in,"Software development on AS/400, Open systems, JDEdwards, GUI business applications, HRMSsolution, Smart Card / Touch Screen"
"Talisma Corporation Pvt Ltd, Bangalore",Website: www.talisma.com Email: pradeeps@talisma.com,"E-CRM product, e CRM consultancy, e CRM outsource service"
"Tally Solutions Pvt Ltd,Bangalore",Website: www.tallysolutions.com Email:bharat@tallysolutions.com,"Business management software, technology R&D,products creation"
"Tanning Technology (India)Pvt Ltd, Hyderabad",Website: www.tanning.com Email:aur@tanning.com,"E-commerce, E-CRM, Core operations solutions"
"Tarang Software Technologies, Bangalore",Website: www.tarangtech.com Email: revathik@tarangtech.com,"Wireless pratice, Web application, eCRM, Financial services, ASPs, Portals, B2B exchange"
"Tasaa Netcom Private Limited, Mumbai",Website: www.tasaa.com Email: tne@tasaa.com,"Web Technologies / Internet / Intranet, ERP Solutions, Data Capture Services, Web Servers, System integration, Training, Turnkey Projects, Dataconversion, Consultancy, Packaged Software, Data Processing"
"Tata Autocomp Systems Ltd,Pune",Website: www.tacogroup.com Email:nanturkar@tacogroup.com,"Computer aided design, Computer aided engineering,Styling"
"Tata Consultancy Services, Mumbai",Website: www.tcs.com Email: ram@mumbai.tcs.co.in,"Financial services - banking, insurance, securities,Manufacturing industries and retail, Telecommunications, Transport and government"
"Tata Elxsi (India) Ltd., Bangalore",Website: www.tataelxsi.com Email: mdev@tataelxsi.co.in,"Visual Computing - Modeling, Medical Imaging, Simulation, Networking, Communications, Internet, Intranet, Groupware, Systems Development (DSP, VLSI, VHDL, Audio / Video Codecs, Storage Management), Design & Engineering Services - CAD/ CAM / CAE"
"Tata Infotech Ltd., Mumbai",Website: www.tatainfotech.com Email: suresh.raisinghani@tatainfotech.com,"Offshore software development, Systems Integration, Education and Training (TULEC), Hardware Manufacture, Development and Marketing of products- hardware and software"
"Tata Interactive Systems, Mumbai",Website: www.tatainteractive.com Email: manoj@tis.co.in,"Education and Training - Web content development, CD-ROM publishing, Multimedia, Web technologies,"
"Tata Internet Services Ltd,Mumbai",Email: madhavan@tataisp.com,"Internet services provider, E-commerce, applicationservice provider"
"Tata Technologies Limit ed, Pune",Website: www.tatatechnologies.com Email: ttil@tata.com,Manufacturing and Distribution - ERP and CAD/CAM
"TCG Software Services Pvt. Ltd., Calcutta",Website: www.tcg-software.com Email: veers@del2.vsnl.net.in,"Web, mainframe and client-server technology, Customized software development, Migrating legacyapplications and Information system planning, Project Management : Onsite and offshore"
"TCIL BellSouth Ltd., New Delhi",Website: www.tbladm.com Email: tbl@vsnl.com,"Telecom Operation Support Systems, Network planning for Telecom Network, Customised Softwareproducts and Implementation Services"
"TCT Technical Training(India) Pvt. Ltd., Kolkata",Website: www.digitalthink.com Email:anjang@digitalthink.com,"Multimedia, Self Paced Training, Internet, Lan, Wanand Telecommunication"
"Technecall.com Services Pvt Ltd, Mumbai",Website: www.technecall.com Email: jdgupta@technecall.com,"Technical support, implementation of multi-channelcommunication, CRM, management of operational performance"
"TECHNOPARK, Trivandrum",Website: www.technopark.org Email: technopark@vsnl.com,Technopark is specialised in providing Quality Infrastructure & Support Services for IT companies
"Technovate Data And Services Pvt. Ltd., New Delhi",Email: prashant.sahni@ebookers.com,"IT Enabled Services, Data Processing, telesales, Infrastructure Monitoring, Content & SoftwareDevelopment"
"Techquest India Ltd.,Hyderabad",Website: www.tqindia.com Email:kamal@tqinc.com,Distributors of Visual Information Manager basedproducts
"Techsar Technologies PvtLtd, Bangalore",Website: www.techsar.com Email:kerur@techsar.com,"ASP Enablers, Contract Management"
"TechSpan India Ltd.,  Noida",Website: www.techspan.com Email: harsh.lohit@india.techspan.com,"Web Enabled Enterprise Applications (WEEA), Telecom Network Management Systems (TNMS), Solutions (Customer Relationship Management)"
"Tektronix Engineering Development (I) Ltd., Bangalore",Website: www.tek.com Email: ashok.kapoor@tek.com,"Micro Processor Support for Logic analysers, Internet Printing, System Software, Film Editors"
"Tele Atlas India Pvt Ltd, Noida",Website: www.teleatlas.com Email: Philippe.Funcken@Teleatlas.com,"GIS (Digital Mapping), Navigation, Software Development"
"Telecommunications Consultants India Ltd., NewDelhi",Website: www.tcil-india.com Email: vkumar@tcil-india.com,"Telecom Administration Software, Hospital Administration, Networking, Y2K Solution, InternetService Provider"
"Telelogic India Pvt Ltd,Bangalore",Website: www.telelogic.com Email:johan.wilson@telelogic.com,"Providing tools, services and components forSoftware development"
"Temenos India Pvt. Ltd., Chennai",Website: www.temenos.com Email: jay@temenos.com,"Integrated banking software, Implementation, Consultancy to banks, ERP for banks"
"Texas Instruments India Ltd.,Bangalore",Website: www.ti.com/india Email:s_rajam@ti.com,Integrated Circuit and Software Design
"Texport Technologies Pvt Ltd, Mumbai",Website: www.textporttechnologies.com Email: mail@texporttechnologies.com,"Network security products, network availability products, network health checkup, audit & consulting"
"TGK (India) Ltd., New Delhi",Website: www.tgkindia.com Email: tgk@vsnl.com,"Software Development (In Oracle), ERP Consultancy, E-commerce Solutions, Education (Oracle)"
"The World Bank (IBRD),Chennai",Website: www.worldbank.org Email:rbhatia@worldbank.org,Offshore Services
"Thermax Systems & Software, Pune",Website: www.thermaxsoftware.com Email: business@thermasoftware.com,"Client / Server application development on contemporary platforms, Web-based applications development including e-commerce, Euro-relatedservices including transition plan, analysis and conversion, Oracle Database Administration and"
"Thinksoft Global Services (P) Ltd, Chennai",Email: asvini.kumar@thinksoftglobal.com,"Software testing & vadidation services, Consultancy, Documentation services"
"Thirdware Solution Ltd., Mumbai",Website: www.tspl.com Email: tspl@bom2.vsnl.net.in,"ERP Implementation (MFG/PRO), Product Localisation, EDI, BPR Consulting"
"Thoughtworks Technologies India Pvt. Ltd., Bangalore",Website: www.thoughtworks.com Email: rrohatgi@thoughtworks.com,"Full lifecycle development, Agile Methods, EAI, Multi- site development"
"Three S Solutions Ltd, New Delhi",Website: www.threeonline.com Email: nasscom@threesonline.com,"Engineering Services (R&D), Implementation of CPC,Remote legacy Data Migration, Offshore Transaction Processing"
"Tracmail India Pvt. Ltd., Navi Mumbai",Website: www.tracmail.com Email: acooper@tracmail.com,"Internet communication Management, Internet Based Customer Support, Internet communicationConsultancy, Development of internet software solutions and products."
"TransWorks InformationServices Pvt. Ltd., Mumbai",Website: www.transworks.com Email:prakashg@transworks.com,"Customer Interaction Services, Backoffice Processing"
"Transworld Infotech Ltd, Pune",Website: www.twilsoft.com Email: dliles@twilsoft.com,"Software Development, Application services provider, IT Training, E-commerce"
"Traveljini.com Pvt Ltd,Mumbai",Website: www.traveljini.com Email:maneshpatel@traveljini.com,E - commerce Travel
"Tri Online Ltd., Orissa",Email: debasish13@yahoo.com,"Live answering combination services,Outbound/Inbound campaigne, Email & IVR self help, e-Commerce support"
"Trident Infotech Corporation Ltd., Chandigarh",Specialisation:Website: www.tridentindia.com Email: info@tridentindia.com,"ERP solutions under Windows NT for Manufacturing & Processing Industry, GUI based Total Branch Automation for Banking Industry, Retail solution for Garment (Govt. / Departmental) stores, ComputerEducation"
"Trigent Software Ltd., Bangalore",Website: www.trigent.com Email: jayesh_k@trigent.com,"Web enablement and Internet solutions, E-business integration, Application, development on Windows, Unix, Linux and Windows-CE platofrms. Application, development on Mainframe and Client Serversystems. Microsoft Certified, Solution Provider and IBM Solution"
"Trigyn Technologies Limited, Mumbai",,"Client-server based commercial application development, IBM mainframe projects, Web enabled solutions"
"Trisoft System Pvt. Ltd, New Delhi",Website: www.trisoft.net Email: hemants@trisoftdesign.com,"E- Commerce, WAP, CRM, Multimedia"
"TVS eTechnology Limited,Chennai",Website: www.tvsetech.com Email:ss.swaminathan@ssg.tvse.co.in,"Telecom Software, Embedded & device drivers"
"U2Can Infosearch Pvt Ltd, Pune",Email: gopal.amin@vsnl.com,"Information Technology, Back Office Operations, Engineering Services, Verification & Validation"
"Uberall Solutions (I) Ltd,Pune",Website: www.myuberall.com Email:sales@myuberall.coom,"Enterprise application integration, Wirelessapplication, Supply chain, E-business solutions"
"UBICS India Pvt. Ltd.,Bangalore",Website: www.ubics.com Email:sundar@ubics.com,"Software Development, ERP Implementataion,Project Management"
"UEC SAIL Information Technology Ltd., New Delhi",Website: www.usit.co.in Email: brath@usit.co.in,"ERP solutions for Sted, Metals and other process industries, Customization and implementation of ORACLE and BAAN ERP, Off-shore development, E-commerce, Inter net, Intranet and Others Web based applications"
"Unitech Software Solutions Ltd, New Delhi",Website: www.unissl.com Email: info@unissl.com,"Software development, Training & development, Resource fulfilment, applucation service provider"
"Universal Software Technology Park (P) Ltd,Kerela",Website: www.ustp.org Email: ustp@eth.net,"Enterprise Systems Management, E-business solutions, IT Enabled Education, IT Enabled Services( Content Mangement)"
"UPTEC Computer Consultancy Ltd., Lucknow",Website: www.uptecnet.com Email: uptec@lw1.vsnl.net.in,"Software Consultancy, Development and services, Computer Training and Education, ManagementConsultancy and Financial Services"
"Usha Martin Infotech Ltd,Gurgaon",Website: www.umitl.com Email:h.bala@umitl.com,"Software solutions provider, E-business, TelecomOSS products, Software products"
"UshaComm India Pvt. Ltd., Bangalore",Website: www.ushacomm.com Email: amitava.dutta@ushacomm.co.in,Telecom Software
"Ushus Technologies Pvt Ltd, Trivandrum",Website: www.ushustech.com Email: philip@ushustech.com,"Client Server & Internet Technologies, Device Drives, Realtime Embedded Systems, EngineeringApplications"
"UTL Technologies Ltd., Hyderabad",Website: www.utlindia.com Email: appaji@utlindia.com,"Embedded Systems Development, e-Governance applications, Telecom, Network maintenance, SCADATraining, Protocol Stacks"
"V2 Infotech (India) Pvt. Ltd., Mumbai",Website: www.v2infotech.com Email: arvind.lele@infotech.com,"Customer Software Solution, eBusiness solution, Web Design & Development, Offshore Projects,Consulting, implementation & customisation"
"Value Software Technologies Pvt. Ltd.,Chennai",Website: www.vastglobal.com Email: vastindia@vastglobal.com,"Year 2000 solutions, software maintenance and migration, RDBMS, datawarehousing, datamining andsystem integrations and networking, Business process consultancy, re-engineering and euro currency solutions, Software product development,distribution, support"
"vCustomer Services India Pvt Ltd, New Delhi",Website: www.vcustomer.com Email: bal@vcustomer.com,"Customer service, Technical service"
"Vedika Software Pvt. Ltd., Calcutta",Website: www.vedika.com Email: kanchan@vedika.co.in,"Packaged software, Internet web hosting"
"Velocient Technologies Limited, New Delhi",Website: www.velocient.com Email: sandhya.verma@in.velocient.com,"n Technology - Microsoft, Oracle & IBM, In Business - ERP, E-commerce, Telecom, Insurance, ProfessionalServices, Conversion & Migration Services"
"Venire IT Ltd., Gurgaon",Website: www.venire-it.com Email:cks@venire.com,"Application Development & maintenance, E-businessApplication Software & Solutions"
"Vetri Software (India) Ltd., Chennai",Email: ranjit@shafika.vetri.com,"Electronic Media Service(EMS), Systems & SoftwareServices (SSW), Forms Processing Services (FORMS), Professional Services (PS)"
"VGL Softech Limited, Jaipur",Website: www.vglsoftech.com Email: sales@vglsoftech.com,"Product Development, Development of Software , Costomisal Software Development"
"Vibgyor Graphics &Research Centre Ltd., Chennai",Website: www.vibgyor.com Email:periyar@vsnl.com,"Web technologies, ERP solutions, Multimediadevelopment, Software product development"
"Videsh Sanchar NigamLimited, Mumbai",Website: www.vsnl.net.in Email:skg@vsnl.com,Providing and maintaining international telecomservices in India.
"Vijay Mukhi's Computer Institute, Mumbai",,Training
"Virmati Software & Telecommunications Ltd., Ahmedabad",Website: www.virmati.com Email:vbcs@vsnl.com/virmati@blarenetonline.com,"Bank Automation, Web Design ERP solutions (own products Businessoft / Businesspro), E-commerce services, Educationalservices (E-commerce, ERP, Medical data"
"Visesh Infosystems Limited, Bangalore",Website: www.visesh.com Email: visesh@giasbg01.vsnl.net.in,
"Vision Comptech Integrators Ltd, Calcutta",Website: www.visioncomputech.com Email: pdg@visioncomputech.com,"Onsite/offshore consultancy & projects, systems programming, systems integration, training"
"Vision Healthsource (I) Pvt. Ltd., Chennai",Website: www.vision-healthsource.com Email: vardhmanj@vision-healthsource.com,"Heathcare ITES Domain Expertise, AccountReceivables & Collections, Insurance Clains Processing, Payor Services"
"Vispark Solutions (I) Pvt Ltd, Coimbatore",Website: www.vispark.com Email: vsairam@vispark.com,"Web Technology, Database Solutions, Data Communication & Networking, Training"
"Visual Web Solutions Ltd,Bangalore",Website: www.vwebsol.com Email:aditya@vwebsol.com,"Electronic Banking, Security Solutions, E-commerce,Financial Services"
"VisualSoft Technologies Ltd.,  Hyderabad",Website: www.visualsoft-india.com Email: info@vsofti.stph.net,"E-commerce, Intranet / Extranet, Enterprise solutions (N Tier), Euro solutions"
"VJIL Consulting Limited, Secunderabad",Website: www.vjil.com Email: satish@vjil.com,"Client-server application development and maintenance, Information engineering, Internet /Intranet / Groupware"
"vMoksha Technologies PvtLtd, Bangalore",Website: www.vmoksha.com Email:info@vmoksha.com,"E-business, E-Infrastructure"
"vSplash TechWorks Pvt Ltd, Hyderabad",Website: www.vsplash.com Email: contact@vsplash.com,"Consultancy, Packaged Software"
"Vt Plex (India) Pvt. Ltd., NewDelhi",Website: www.vtplex.com Email:prabir@vtplex.com,"e-CRM (Convergent), Back-office processing,Automated transaction processing"
"Vulcan Infotech,  Mumbai",Website: www.vulcaninfotech.com Email: vulcan.engnr@vel.sprintrpg.sprint.com,"Web technologies, E-commerce, ERP, Data processing, Software product development, Webcontent development, CAD / CAM / CAE"
"VXL eTech Ltd, Bangalore",Website: www.vxletech.com Email: maslekar@vxl.co.in/vxletech@vxl.co.in,"E- Commerce, Networking & Communication, Embedded Software, Data Warehousing & ERP"
"Vyapin Software Systems Pvt. Ltd., Chennai",Website: www.vyapin.com Email: vyapin@vsnl.com,"Internet Technologies, Windows NT SystemsManagement, Client / Server Development, I.T.Enabled Data Management Services"
"Walchand Cricketnext.com Limited, Mumbai",Website: www.cricketnext.com Email: bcinamdar@walchandinfotech.com,"Cricket News, Cricket Related E- Commerce, Cricket Training & Promotion"
