Company Name,Place,Website,Email,Specialization
Sovika Infotek Ltd., Mumbai,www.sovikainfotek.com,sparag@sovika.com,"Product Development, Internet, Intranet Solutions, JAVA Development, Client Server."
SPA Software Pvt. Ltd.,Mumbai,www.spasoftwareindia.com,spa@vvsnl.com,Software for Construction Management
Speck Systems Limited, Hyderabad,www.specksystems.com,speck@hd2.dot.net.in,"Topographical Mapping, Cadastral Mapping, Infrastructure Mapping, AM/FM/GIS"
Spectramind eServices Private LimitedSpecialisation: Location: New Delhi,,www.spectramind.com,raman.roy@spectramind.com,"I.T. Enabled Services, Internet-based/Web enabled Services, Remote Office Processing Services,Transaction Processing and fulfilment"
SQL Star International Limited, Hyderabad,www.sqlstarintl.com,Rakeshg@sqlstarintl.com,"Web enabled - MS-IIS, Visual Interdev, Java ASP, Oracle - Designer, Developer and Applications, IBMbased - AS/400, Mainframes using PC Simulation, Data & Object Modeling, VB, VC++"
SRA Systems Ltd., Chennai,www.srasys.co.in,rrm@srasys.co.in,"Document Management / Knowledge Management /Imaging, E-commerce & Web Development, Software Projects, Consulting & Contracting"
SRF Infotel (A Division of SRF Ltd ), Chennai,,sramola@srf-limited.com,"Business process outsourcing, data management/accounting back office, ERP"
Srishti Software PrivateLimited, Bangalore,www.srishtisoft.com,ajay@srishtisoft.com,"E - Commerce / E-Banking, COM / DCOM, CORBA /JAVA - RMI, Web-Based Application"
SRM Technologies Limited, Chennai,www.srmsoft.com,srm@srmsoft.co.in,"Software development, Consultancy Services, Rubui Domain Training"
SSG Software Systems (P) Ltd., Bangalore,www.ssgindia.com,sabya@giasbg01.vsnl.net.in,"C/S Business Application, Web-enabled Business Application , Migration of Software Applications,RDBMS based Application"
SSI Technologies, Chennai,www.ssi-technologies.com,shrini@ssitechnologies.com,"Banking, Telecom, Securities, Health care"
Sterling Infotech Limited, Chennai,www.sterlingcarnegie.com,genius@ddsl.net,"Internet, Multimedia, Software Application Development, Network Solutions, Portal Developmentand Internet related solutions"
Stream Tracmail Pvt. Ltd., Mumbai,www.stream.com,k_Ramesh@stream.com,Call Centre providing Technical support
Subex Systems Limited,Bangalore,www.subexgroup.com,subex@subexgroup.com,"Off-shore software development and On-siteconsultancy for telecom application software, Operations Support Software Solutions such as Telecom Network Inventory and Asset Management, Trouble Ticketing, Services Order Provisioning andMediation System, In"
Summit InformationTechnologies Ltd, Gurgaon,www.summitindia.com,rkapoor@summitindia.com,"Newspaper & Publishing Industry, Indian Languages,Font Digitization, e-Commerce Solutions"
SummitWorks Technologies Pvt. Ltd., Chennai,www.summitworks.com,ssn@everestconsulting.net,"Custom application development, Entreprise application integration, Enterprise system support, E-business solutions"
Sun Informatics, Bhopal,www.suninformatics.com,suninform@yahoo.com,"Education & training, Internet & E-commerce, Software Consultance & projects, Networkingsolutions"
Sun Microsystems India Pvt. Ltd., Bangalore,www.sun.com.sg,bhaskar.pramanik@india.sun.com,"Marketing and Support of RISC based workstations, servers, internet products, Java, Training"
Sundaram Infotech Solutions, Chennai,www.sundaraminfotech.com,kswami@sundaraminfotech.com,"Software products for Financial services, Oraclebased application, Network Consultancy & implementation, Data Centre set-up & management"
Sunquest InformationSystems (India) Pvt Ltd, Bangalore,www.sunquest.com,harsha.patel@sunquest.com,"Hospital Information Systems, Clinical Data Management"
Suntec Business SolutionsPvt. Ltd., Trivandrum,www.suntecgroup.com,nk@suntecsbs.com,"Tranction billing solutions, Customer care,Convergent billing, Relationship Management, Infrastructure solutions"
Supertech Software &Hardware Pvt. Ltd., New Delhi,www.smart-schools.com,anjalir@ndf.vsnl.net.in,"Commercial Software Development, Web-sitedesigning & hosting (Also available in Hindi), Multimedia CD-ROM development (Educational & Commercial) Offshore Software Development, Y2K Solutions, Euro Currency Conversion, Developmentof HTML based Software"
Supertech Solutions Limited,Pune,www.supertech-solutions.com,pradip_k@vsnl.com,"Banking Solutions, E- learning, E- commercesolutions"
Suvi Information Systems Pvt Ltd, Indore,www.suviinfo.com,sunitak@suviinfo.com,"XML & mobile computing, web-based solutions, workflow management & software development, ERP solutions"
Symantec Ltd, Mumbai,www.symsntec.com,jghosh@symantec.com,Internet security system for Entreprise & individuals
Symco Software Pvt. Ltd., Mumbai,,symco@pobox.com,"Customer -built solutions, ERP Solutions, Integrated Software, Hardware & Software Solutions"
Synosoft Infotech (P) Ltd,Hyderabad,www.synosoft.com,mail@synosoft.com,"High-end Training, Software development, IT EnabledService, Software Products Marketing"
Syntel (India) Ltd., Mumbai,www.syntelinc.com,baru_rao@syntelinc.com,"Applications Management, Enterprise Resource Planning (ERP) implementation, Development of application systems in client server and internet environments, E-Commerce and Data Warehousing,Object and Component Development"
Sysnet Associates (India) Ltd., Bangalore,www.sysnetindia.com,sysnet@giasbg01.vsnl.net.in,"Software Turnkey Assignment, ERP Product & solution Provider, Software Project Management,Quality Process Consulting, Back office support"
Systech Solutions Pvt. Ltd, Chennai,www.systechusa.com,systech@systechusa.com,"Datawarehousing, Business Intelligence, E-customers relationship management, Enterprise resourcePlanning, web Technologies & e-business"
Systems & Software, Mumbai,www.systsoft.com,systsoft@vsnl.com,"System Design, Software Development and On-going Software Maintenance Services on IBM AS/400 (iSeries 400) platforms; using RPG, Synon/2E,COOL:2E, JAVA and COBOL languages and DB2 relational data base. Off-shore and On-site services"
Systems America (India) Pvt.Ltd., New Delhi,www.systemsamerica.com,saindia@systemsindia.com,"Implementation, Staff Augmentation, Outsourcing,Consultancy"
Systems Plus (Pvt )Ltd, Mumbai,www.splusl.com,nikunj@spluspl.com,"MRP, ERP, Customising Tailormade information systems"
Systime Computer Systems(I) Pvt. Ltd., Mumbai,,rd.grover@cms.sprintrpg.ems.vsnl.net.in,"Software development on AS/400, Open systems, JDEdwards, GUI business applications, HRMSsolution, Smart Card / Touch Screen"
Talisma Corporation Pvt Ltd, Bangalore,www.talisma.com,pradeeps@talisma.com,"E-CRM product, e CRM consultancy, e CRM outsource service"
Tally Solutions Pvt Ltd,Bangalore,www.tallysolutions.com,bharat@tallysolutions.com,"Business management software, technology R&D,products creation"
Tanning Technology (India)Pvt Ltd, Hyderabad,www.tanning.com,aur@tanning.com,"E-commerce, E-CRM, Core operations solutions"
Tarang Software Technologies, Bangalore,www.tarangtech.com,revathik@tarangtech.com,"Wireless pratice, Web application, eCRM, Financial services, ASPs, Portals, B2B exchange"
Tasaa Netcom Private Limited, Mumbai,www.tasaa.com,tne@tasaa.com,"Web Technologies / Internet / Intranet, ERP Solutions, Data Capture Services, Web Servers, System integration, Training, Turnkey Projects, Dataconversion, Consultancy, Packaged Software, Data Processing"
Tata Autocomp Systems Ltd,Pune,www.tacogroup.com,nanturkar@tacogroup.com,"Computer aided design, Computer aided engineering,Styling"
Tata Consultancy Services, Mumbai,www.tcs.com,ram@mumbai.tcs.co.in,"Financial services - banking, insurance, securities,Manufacturing industries and retail, Telecommunications, Transport and government"
Tata Elxsi (India) Ltd., Bangalore,www.tataelxsi.com,mdev@tataelxsi.co.in,"Visual Computing - Modeling, Medical Imaging, Simulation, Networking, Communications, Internet, Intranet, Groupware, Systems Development (DSP, VLSI, VHDL, Audio / Video Codecs, Storage Management), Design & Engineering Services - CAD/ CAM / CAE"
Tata Infotech Ltd., Mumbai,www.tatainfotech.com,suresh.raisinghani@tatainfotech.com,"Offshore software development, Systems Integration, Education and Training (TULEC), Hardware Manufacture, Development and Marketing of products- hardware and software"
Tata Interactive Systems, Mumbai,www.tatainteractive.com,manoj@tis.co.in,"Education and Training - Web content development, CD-ROM publishing, Multimedia, Web technologies,"
Tata Internet Services Ltd,Mumbai,,madhavan@tataisp.com,"Internet services provider, E-commerce, applicationservice provider"
Tata Technologies Limit ed, Pune,www.tatatechnologies.com,ttil@tata.com,Manufacturing and Distribution - ERP and CAD/CAM
TCG Software Services Pvt. Ltd., Calcutta,www.tcg-software.com,veers@del2.vsnl.net.in,"Web, mainframe and client-server technology, Customized software development, Migrating legacyapplications and Information system planning, Project Management : Onsite and offshore"
TCIL BellSouth Ltd., New Delhi,www.tbladm.com,tbl@vsnl.com,"Telecom Operation Support Systems, Network planning for Telecom Network, Customised Softwareproducts and Implementation Services"
TCT Technical Training(India) Pvt. Ltd., Kolkata,www.digitalthink.com,anjang@digitalthink.com,"Multimedia, Self Paced Training, Internet, Lan, Wanand Telecommunication"
Technecall.com Services Pvt Ltd, Mumbai,www.technecall.com,jdgupta@technecall.com,"Technical support, implementation of multi-channelcommunication, CRM, management of operational performance"
TECHNOPARK, Trivandrum,www.technopark.org,technopark@vsnl.com,Technopark is specialised in providing Quality Infrastructure & Support Services for IT companies
Technovate Data And Services Pvt. Ltd., New Delhi,,prashant.sahni@ebookers.com,"IT Enabled Services, Data Processing, telesales, Infrastructure Monitoring, Content & SoftwareDevelopment"
Techquest India Ltd.,Hyderabad,www.tqindia.com,kamal@tqinc.com,Distributors of Visual Information Manager basedproducts
Techsar Technologies PvtLtd, Bangalore,www.techsar.com,kerur@techsar.com,"ASP Enablers, Contract Management"
TechSpan India Ltd.,  Noida,www.techspan.com,harsh.lohit@india.techspan.com,"Web Enabled Enterprise Applications (WEEA), Telecom Network Management Systems (TNMS), Solutions (Customer Relationship Management)"
Tektronix Engineering Development (I) Ltd., Bangalore,www.tek.com,ashok.kapoor@tek.com,"Micro Processor Support for Logic analysers, Internet Printing, System Software, Film Editors"
Tele Atlas India Pvt Ltd, Noida,www.teleatlas.com,Philippe.Funcken@Teleatlas.com,"GIS (Digital Mapping), Navigation, Software Development"
Telecommunications Consultants India Ltd., NewDelhi,www.tcil-india.com,vkumar@tcil-india.com,"Telecom Administration Software, Hospital Administration, Networking, Y2K Solution, InternetService Provider"
Telelogic India Pvt Ltd,Bangalore,www.telelogic.com,johan.wilson@telelogic.com,"Providing tools, services and components forSoftware development"
Temenos India Pvt. Ltd., Chennai,www.temenos.com,jay@temenos.com,"Integrated banking software, Implementation, Consultancy to banks, ERP for banks"
Texas Instruments India Ltd.,Bangalore,www.ti.com/india,s_rajam@ti.com,Integrated Circuit and Software Design
Texport Technologies Pvt Ltd, Mumbai,www.textporttechnologies.com,mail@texporttechnologies.com,"Network security products, network availability products, network health checkup, audit & consulting"
TGK (India) Ltd., New Delhi,www.tgkindia.com,tgk@vsnl.com,"Software Development (In Oracle), ERP Consultancy, E-commerce Solutions, Education (Oracle)"
The World Bank (IBRD),Chennai,www.worldbank.org,rbhatia@worldbank.org,Offshore Services
Thermax Systems & Software, Pune,www.thermaxsoftware.com,business@thermasoftware.com,"Client / Server application development on contemporary platforms, Web-based applications development including e-commerce, Euro-relatedservices including transition plan, analysis and conversion, Oracle Database Administration and"
Thinksoft Global Services (P) Ltd, Chennai,,asvini.kumar@thinksoftglobal.com,"Software testing & vadidation services, Consultancy, Documentation services"
Thirdware Solution Ltd., Mumbai,www.tspl.com,tspl@bom2.vsnl.net.in,"ERP Implementation (MFG/PRO), Product Localisation, EDI, BPR Consulting"
Thoughtworks Technologies India Pvt. Ltd., Bangalore,www.thoughtworks.com,rrohatgi@thoughtworks.com,"Full lifecycle development, Agile Methods, EAI, Multi- site development"
Three S Solutions Ltd, New Delhi,www.threeonline.com,nasscom@threesonline.com,"Engineering Services (R&D), Implementation of CPC,Remote legacy Data Migration, Offshore Transaction Processing"
Tracmail India Pvt. Ltd., Navi Mumbai,www.tracmail.com,acooper@tracmail.com,"Internet communication Management, Internet Based Customer Support, Internet communicationConsultancy, Development of internet software solutions and products."
TransWorks InformationServices Pvt. Ltd., Mumbai,www.transworks.com,prakashg@transworks.com,"Customer Interaction Services, Backoffice Processing"
Transworld Infotech Ltd, Pune,www.twilsoft.com,dliles@twilsoft.com,"Software Development, Application services provider, IT Training, E-commerce"
Traveljini.com Pvt Ltd,Mumbai,www.traveljini.com,maneshpatel@traveljini.com,E - commerce Travel
Tri Online Ltd., Orissa,,debasish13@yahoo.com,"Live answering combination services,Outbound/Inbound campaigne, Email & IVR self help, e-Commerce support"
Trident Infotech Corporation Ltd., Chandigarh,www.tridentindia.com,info@tridentindia.com,"ERP solutions under Windows NT for Manufacturing & Processing Industry, GUI based Total Branch Automation for Banking Industry, Retail solution for Garment (Govt. / Departmental) stores, ComputerEducation"
Trigent Software Ltd., Bangalore,www.trigent.com,jayesh_k@trigent.com,"Web enablement and Internet solutions, E-business integration, Application, development on Windows, Unix, Linux and Windows-CE platofrms. Application, development on Mainframe and Client Serversystems. Microsoft Certified, Solution Provider and IBM Solution"
Trigyn Technologies Limited, Mumbai,,,"Client-server based commercial application development, IBM mainframe projects, Web enabled solutions"
Trisoft System Pvt. Ltd, New Delhi,www.trisoft.net,hemants@trisoftdesign.com,"E- Commerce, WAP, CRM, Multimedia"
TVS eTechnology Limited,Chennai,www.tvsetech.com,ss.swaminathan@ssg.tvse.co.in,"Telecom Software, Embedded & device drivers"
U2Can Infosearch Pvt Ltd, Pune,,gopal.amin@vsnl.com,"Information Technology, Back Office Operations, Engineering Services, Verification & Validation"
Uberall Solutions (I) Ltd,Pune,www.myuberall.com,sales@myuberall.coom,"Enterprise application integration, Wirelessapplication, Supply chain, E-business solutions"
UBICS India Pvt. Ltd.,Bangalore,www.ubics.com,sundar@ubics.com,"Software Development, ERP Implementataion,Project Management"
UEC SAIL Information Technology Ltd., New Delhi,www.usit.co.in,brath@usit.co.in,"ERP solutions for Sted, Metals and other process industries, Customization and implementation of ORACLE and BAAN ERP, Off-shore development, E-commerce, Inter net, Intranet and Others Web based applications"
Unitech Software Solutions Ltd, New Delhi,www.unissl.com,info@unissl.com,"Software development, Training & development, Resource fulfilment, applucation service provider"
Universal Software Technology Park (P) Ltd,Kerela,www.ustp.org,ustp@eth.net,"Enterprise Systems Management, E-business solutions, IT Enabled Education, IT Enabled Services( Content Mangement)"
UPTEC Computer Consultancy Ltd., Lucknow,www.uptecnet.com,uptec@lw1.vsnl.net.in,"Software Consultancy, Development and services, Computer Training and Education, ManagementConsultancy and Financial Services"
Usha Martin Infotech Ltd,Gurgaon,www.umitl.com,h.bala@umitl.com,"Software solutions provider, E-business, TelecomOSS products, Software products"
UshaComm India Pvt. Ltd., Bangalore,www.ushacomm.com,amitava.dutta@ushacomm.co.in,Telecom Software
Ushus Technologies Pvt Ltd, Trivandrum,www.ushustech.com,philip@ushustech.com,"Client Server & Internet Technologies, Device Drives, Realtime Embedded Systems, EngineeringApplications"
UTL Technologies Ltd., Hyderabad,www.utlindia.com,appaji@utlindia.com,"Embedded Systems Development, e-Governance applications, Telecom, Network maintenance, SCADATraining, Protocol Stacks"
V2 Infotech (India) Pvt. Ltd., Mumbai,www.v2infotech.com,arvind.lele@infotech.com,"Customer Software Solution, eBusiness solution, Web Design & Development, Offshore Projects,Consulting, implementation & customisation"
Value Software Technologies Pvt. Ltd.,Chennai,www.vastglobal.com,vastindia@vastglobal.com,"Year 2000 solutions, software maintenance and migration, RDBMS, datawarehousing, datamining andsystem integrations and networking, Business process consultancy, re-engineering and euro currency solutions, Software product development,distribution, support"
vCustomer Services India Pvt Ltd, New Delhi,www.vcustomer.com,bal@vcustomer.com,"Customer service, Technical service"
Vedika Software Pvt. Ltd., Calcutta,www.vedika.com,kanchan@vedika.co.in,"Packaged software, Internet web hosting"
Velocient Technologies Limited, New Delhi,www.velocient.com,sandhya.verma@in.velocient.com,"n Technology - Microsoft, Oracle & IBM, In Business - ERP, E-commerce, Telecom, Insurance, ProfessionalServices, Conversion & Migration Services"
Venire IT Ltd., Gurgaon,www.venire-it.com,cks@venire.com,"Application Development & maintenance, E-businessApplication Software & Solutions"
Vetri Software (India) Ltd., Chennai,,ranjit@shafika.vetri.com,"Electronic Media Service(EMS), Systems & SoftwareServices (SSW), Forms Processing Services (FORMS), Professional Services (PS)"
VGL Softech Limited, Jaipur,www.vglsoftech.com,sales@vglsoftech.com,"Product Development, Development of Software , Costomisal Software Development"
Vibgyor Graphics &Research Centre Ltd., Chennai,www.vibgyor.com,periyar@vsnl.com,"Web technologies, ERP solutions, Multimediadevelopment, Software product development"
Videsh Sanchar NigamLimited, Mumbai,www.vsnl.net.in,skg@vsnl.com,Providing and maintaining international telecomservices in India.
Vijay Mukhi's Computer Institute, Mumbai,,,Training
Virmati Software & Telecommunications Ltd., Ahmedabad,www.virmati.com,vbcs@vsnl.com/virmati@blarenetonline.com,"Bank Automation, Web Design ERP solutions (own products Businessoft / Businesspro), E-commerce services, Educationalservices (E-commerce, ERP, Medical data"
Visesh Infosystems Limited, Bangalore,www.visesh.com,visesh@giasbg01.vsnl.net.in,
Vision Comptech Integrators Ltd, Calcutta,www.visioncomputech.com,pdg@visioncomputech.com,"Onsite/offshore consultancy & projects, systems programming, systems integration, training"
Vision Healthsource (I) Pvt. Ltd., Chennai,www.vision-healthsource.com,vardhmanj@vision-healthsource.com,"Heathcare ITES Domain Expertise, AccountReceivables & Collections, Insurance Clains Processing, Payor Services"
Vispark Solutions (I) Pvt Ltd, Coimbatore,www.vispark.com,vsairam@vispark.com,"Web Technology, Database Solutions, Data Communication & Networking, Training"
Visual Web Solutions Ltd,Bangalore,www.vwebsol.com,aditya@vwebsol.com,"Electronic Banking, Security Solutions, E-commerce,Financial Services"
VisualSoft Technologies Ltd.,  Hyderabad,www.visualsoft-india.com,info@vsofti.stph.net,"E-commerce, Intranet / Extranet, Enterprise solutions (N Tier), Euro solutions"
VJIL Consulting Limited, Secunderabad,www.vjil.com,satish@vjil.com,"Client-server application development and maintenance, Information engineering, Internet /Intranet / Groupware"
vMoksha Technologies PvtLtd, Bangalore,www.vmoksha.com,info@vmoksha.com,"E-business, E-Infrastructure"
vSplash TechWorks Pvt Ltd, Hyderabad,www.vsplash.com,contact@vsplash.com,"Consultancy, Packaged Software"
Vt Plex (India) Pvt. Ltd., NewDelhi,www.vtplex.com,prabir@vtplex.com,"e-CRM (Convergent), Back-office processing,Automated transaction processing"
Vulcan Infotech,  Mumbai,www.vulcaninfotech.com,vulcan.engnr@vel.sprintrpg.sprint.com,"Web technologies, E-commerce, ERP, Data processing, Software product development, Webcontent development, CAD / CAM / CAE"
VXL eTech Ltd, Bangalore,www.vxletech.com,maslekar@vxl.co.in/vxletech@vxl.co.in,"E- Commerce, Networking & Communication, Embedded Software, Data Warehousing & ERP"
Vyapin Software Systems Pvt. Ltd., Chennai,www.vyapin.com,vyapin@vsnl.com,"Internet Technologies, Windows NT SystemsManagement, Client / Server Development, I.T.Enabled Data Management Services"
Walchand Cricketnext.com Limited, Mumbai,www.cricketnext.com,bcinamdar@walchandinfotech.com,"Cricket News, Cricket Related E- Commerce, Cricket Training & Promotion"
Walchand Infotech,  Pune,www.walchandinfotech.com,rshanke@walchndinfotech.com,"e-Commerce using Java & Microsoft Technologies,Web-enabled Banking application, Turnkey Projects"
Weal Infotech Ltd., Hyderabad,www.wealinfotech.com,services@wealinfotech.com,"Web-enabled solutions, VOIP call Centres, Wireless Networking solutions, Portals"
Web Development CompanyPvt Ltd, Calcutta,www.dvlp.com,sharma@dvlp.com,"Web Designing & Development, IT Training, End toEnd E-Commerce Solutions, Portal Development"
Web Spiders (I) Pvt Ltd, Calcutta,www.webspiders.com,kavita@webspiders.com,"E-application development, web software development, E-commerce solutions, strategicconsultancy"
Webresource Pvt Ltd, Mumbai,www.webresourceindia.com,ajay@webresourceindia.com,"E-Commerce, Web Designing, Business to Business Commerce, Web bosting"
West Bengal ElectronicsIndustry Development Corporation Ltd.,  Calcutta,www.webel-india.com,webel@giascl01.vsnl.net.in,"Data Base Management Applications, Real TimeSoftware for Embedded Systems"
Wilco International Systems Pvt. Ltd., Hyderabad,www.wilco-int.com,bbalaji@wilco-int.com,"Software Development for Wilco Products, Software Development for Wilco Clients, I.T.Enabled Services, Business Consultancy"
Wipro Technologies,Bangalore,www.wipro.com,azim.premji@wipro.com,"E-Commerce & Euro, Telecom & Datacom, ERP &Data Warehousing, Managed IT Support Services"
Xansa (India) Ltd, Noida,www.xansa.com,saurabh@iis.stpn.soft.net,"Turnkey, Fixed price Software Solutions, OnSite Consulting, Offshore Software development, Euro, Year 2000 Solutions and Services, Software Product marketing and Support, IT Education and Training,BPO & Management of IT Enabled Services"
Xcelvision Technologies Limited, Mumbai,www.xcelvision.com,ramesh.aroskar@xcelvision.com,"End-to-End Service Provider, Offer Domain Solutions, Offshore Software Services, Broadband Technology Solutions,Client-Server Technology Solutions, E- commerce Solutions, Software Verification andValidation Services"
Xerox Modicorp Limited, Gurgaon,www.xerox.com,,"Business Process Re-engineering, SAP Implementation, Year 2000 Solutions, Workflow Management, Web based applications, PrintingSystems Software"
XL Softech Systems Limited,Hyderabad,www.xlsoftech.com,xlsoft@hdl.vsnl.net.in,"Product Development, Software Maintenance"
XLN'ce Software (Div. Of BLA Industries Ltd.), Mumbai,www.xlnce.com,info@xlnce.com,"Application Software Development, Web Application Development, E-Commerce"
Xoriant Solutions Pvt Ltd, Mumbai,www.xoriant.com,santosh.bhandarkar@xoriant.com,"E-Business Framework & application development,Enterprise application integration, Knowledge management"
Yojana Systems Pvt. Ltd., Pune,www.yojana.com,yspl@vsnl.com,"Image enabled cash management systems, Checkimage archieve systems, Internet based Image delivery systems, Funds Transfer Systems"
Zen Technologies Ltd, Secunderabad,www.zentechindia.com,ashok@zentechindia.com,"Simulation software, System software development, Communication software, Micro processor based software"
Zenith Computers Ltd., Mumbai,www.zenith-india.com,raj-saraf@zenith-india.com,Finance & Banking
Zenith Infotech Ltd., Mumbai,www.zenithinfotech.com,akash@zenithinfotech.com,"Banking Software Solutions, Internet Middleware, Application Integration Solutions, Full ServiceProviders (Web Applications)"
Zenith Software Limited,Bangalore,www.zenithsoft.com,sampath@zenithsoft.com,"E-business, Maintenance, Re-engineering &development"
Zensar TechnologiesLimited,  Pune,www.zensar.com,ganeshn@zensar.com,"Holistic software solutions, E- commerce/ Internet,ERP, Offshore Development Centres"
